,speciality,Recipient_Zip_Code,median_payment
699,Cardiovascular Disease,15044,82.31
700,Cardiovascular Disease,15056,11.95
701,Cardiovascular Disease,15063,13.2
702,Cardiovascular Disease,15065,13.64
703,Cardiovascular Disease,15068,12.89
704,Cardiovascular Disease,15090,14.6
705,Cardiovascular Disease,15102,13.86
706,Cardiovascular Disease,15106,15.155
707,Cardiovascular Disease,15122,14.48
708,Cardiovascular Disease,15131,50.11
709,Cardiovascular Disease,15142,11.39
710,Cardiovascular Disease,15146,12.575
711,Cardiovascular Disease,15202,300.0
712,Cardiovascular Disease,15206,14.3
713,Cardiovascular Disease,15212,15.61
714,Cardiovascular Disease,15213,12.61
715,Cardiovascular Disease,15215,10.87
716,Cardiovascular Disease,15219,12.8
717,Cardiovascular Disease,15224,14.305
718,Cardiovascular Disease,15232,13.205
719,Cardiovascular Disease,15236,13.14
720,Cardiovascular Disease,15237,13.48
721,Cardiovascular Disease,15241,12.72
722,Cardiovascular Disease,15243,16.56
723,Cardiovascular Disease,15301,15.0
724,Cardiovascular Disease,15317,13.705
725,Cardiovascular Disease,15370,18.42
726,Cardiovascular Disease,15401,13.365
727,Cardiovascular Disease,15417,73.07
728,Cardiovascular Disease,15601,13.225
729,Cardiovascular Disease,15642,10.72
730,Cardiovascular Disease,15644,11.74
731,Cardiovascular Disease,15666,13.94
732,Cardiovascular Disease,15701,12.36
733,Cardiovascular Disease,15801,14.47
734,Cardiovascular Disease,15825,18.11
735,Cardiovascular Disease,15901,13.08
736,Cardiovascular Disease,15904,13.78
737,Cardiovascular Disease,15905,13.77
738,Cardiovascular Disease,15906,44.785
739,Cardiovascular Disease,16001,13.28
740,Cardiovascular Disease,16046,13.565
741,Cardiovascular Disease,16066,12.78
742,Cardiovascular Disease,16105,12.845
743,Cardiovascular Disease,16121,11.64
744,Cardiovascular Disease,16127,12.3
745,Cardiovascular Disease,16146,13.435
746,Cardiovascular Disease,16148,11.47
747,Cardiovascular Disease,16201,15.69
748,Cardiovascular Disease,16323,13.34
749,Cardiovascular Disease,16335,6.83
750,Cardiovascular Disease,16346,11.21
751,Cardiovascular Disease,16502,45.42
752,Cardiovascular Disease,16506,16.02
753,Cardiovascular Disease,16507,10.15
754,Cardiovascular Disease,16508,11.395
755,Cardiovascular Disease,16509,18.28
756,Cardiovascular Disease,16544,11.405
757,Cardiovascular Disease,16550,103.0
758,Cardiovascular Disease,16601,14.62
759,Cardiovascular Disease,16602,10.2
760,Cardiovascular Disease,16652,15.19
761,Cardiovascular Disease,16803,11.87
762,Cardiovascular Disease,16830,17.27
763,Cardiovascular Disease,16947,13.855
764,Cardiovascular Disease,17011,12.27
765,Cardiovascular Disease,17013,22.18
766,Cardiovascular Disease,17015,10.15
767,Cardiovascular Disease,17033,96.105
768,Cardiovascular Disease,17042,13.175
769,Cardiovascular Disease,17043,67.25
770,Cardiovascular Disease,17044,16.2
771,Cardiovascular Disease,17055,25.695
772,Cardiovascular Disease,17078,22.795
773,Cardiovascular Disease,17109,11.75
774,Cardiovascular Disease,17110,13.09
775,Cardiovascular Disease,17201,14.25
776,Cardiovascular Disease,17236,10.7
777,Cardiovascular Disease,17268,10.11
778,Cardiovascular Disease,17325,17.48
779,Cardiovascular Disease,17331,14.17
780,Cardiovascular Disease,17403,9.75
781,Cardiovascular Disease,17522,12.66
782,Cardiovascular Disease,17601,11.69
783,Cardiovascular Disease,17603,5.65
784,Cardiovascular Disease,17701,9.735
785,Cardiovascular Disease,17822,12.76
786,Cardiovascular Disease,17837,14.21
787,Cardiovascular Disease,17866,12.73
788,Cardiovascular Disease,17901,197.53
789,Cardiovascular Disease,17929,60.58
790,Cardiovascular Disease,18015,13.45
791,Cardiovascular Disease,18017,12.19
792,Cardiovascular Disease,18018,11.97
793,Cardiovascular Disease,18020,11.55
794,Cardiovascular Disease,18034,12.01
795,Cardiovascular Disease,18042,12.48
796,Cardiovascular Disease,18045,9.955
797,Cardiovascular Disease,18091,10.31
798,Cardiovascular Disease,18102,8.445
799,Cardiovascular Disease,18103,11.905
800,Cardiovascular Disease,18106,54.675
801,Cardiovascular Disease,18201,25.05
802,Cardiovascular Disease,18202,12.45
803,Cardiovascular Disease,18301,11.43
804,Cardiovascular Disease,18322,9.54
805,Cardiovascular Disease,18337,12.84
806,Cardiovascular Disease,18347,63.53
807,Cardiovascular Disease,18407,10.4
808,Cardiovascular Disease,18411,78.12
809,Cardiovascular Disease,18505,12.47
810,Cardiovascular Disease,18508,10.435
811,Cardiovascular Disease,18510,16.43
812,Cardiovascular Disease,18603,11.16
813,Cardiovascular Disease,18657,101.2
814,Cardiovascular Disease,18702,12.155
815,Cardiovascular Disease,18704,12.95
816,Cardiovascular Disease,18711,17.99
817,Cardiovascular Disease,18840,73.45
818,Cardiovascular Disease,18901,13.625
819,Cardiovascular Disease,18940,14.72
820,Cardiovascular Disease,18951,10.25
821,Cardiovascular Disease,18960,11.1
822,Cardiovascular Disease,18974,15.36
823,Cardiovascular Disease,18976,12.94
824,Cardiovascular Disease,19001,14.39
825,Cardiovascular Disease,19002,15.11
826,Cardiovascular Disease,19004,154.18
827,Cardiovascular Disease,19006,12.495
828,Cardiovascular Disease,19008,12.415
829,Cardiovascular Disease,19010,12.77
830,Cardiovascular Disease,19013,16.99
831,Cardiovascular Disease,19020,10.23
832,Cardiovascular Disease,19023,13.53
833,Cardiovascular Disease,19026,13.02
834,Cardiovascular Disease,19031,11.68
835,Cardiovascular Disease,19046,13.83
836,Cardiovascular Disease,19047,16.42
837,Cardiovascular Disease,19063,11.88
838,Cardiovascular Disease,19064,10.28
839,Cardiovascular Disease,19067,13.51
840,Cardiovascular Disease,19072,41.99
841,Cardiovascular Disease,19078,11.055
842,Cardiovascular Disease,19083,28.61
843,Cardiovascular Disease,19090,18.57
844,Cardiovascular Disease,19096,13.725
845,Cardiovascular Disease,19102,15.725
846,Cardiovascular Disease,19103,14.01
847,Cardiovascular Disease,19104,14.53
848,Cardiovascular Disease,19106,57.415
849,Cardiovascular Disease,19107,13.65
850,Cardiovascular Disease,19111,13.72
851,Cardiovascular Disease,19114,12.71
852,Cardiovascular Disease,19116,14.14
853,Cardiovascular Disease,19118,11.9
854,Cardiovascular Disease,19120,13.97
855,Cardiovascular Disease,19125,8.92
856,Cardiovascular Disease,19128,13.06
857,Cardiovascular Disease,19129,14.62
858,Cardiovascular Disease,19131,13.5
859,Cardiovascular Disease,19139,39.08
860,Cardiovascular Disease,19140,15.09
861,Cardiovascular Disease,19141,21.465
862,Cardiovascular Disease,19143,8.275
863,Cardiovascular Disease,19146,44.0
864,Cardiovascular Disease,19147,12.675
865,Cardiovascular Disease,19148,16.74
866,Cardiovascular Disease,19150,12.285
867,Cardiovascular Disease,19152,17.85
868,Cardiovascular Disease,19301,43.77
869,Cardiovascular Disease,19320,13.515
870,Cardiovascular Disease,19342,12.91
871,Cardiovascular Disease,19372,13.095
872,Cardiovascular Disease,19380,18.53
873,Cardiovascular Disease,19390,2.13
874,Cardiovascular Disease,19401,12.14
875,Cardiovascular Disease,19403,12.785
876,Cardiovascular Disease,19428,14.635
877,Cardiovascular Disease,19444,120.99
878,Cardiovascular Disease,19446,10.97
879,Cardiovascular Disease,19460,11.06
880,Cardiovascular Disease,19464,11.555
881,Cardiovascular Disease,19468,18.07
882,Cardiovascular Disease,19604,12.19
883,Cardiovascular Disease,19607,6.44
884,Cardiovascular Disease,19610,11.84
885,Cardiovascular Disease,19611,11.815
886,Cardiovascular Disease,19701,11.735
887,Cardiovascular Disease,19702,12.19
888,Cardiovascular Disease,19709,12.19
889,Cardiovascular Disease,19713,12.41
890,Cardiovascular Disease,19718,11.57
891,Cardiovascular Disease,19803,11.0
892,Cardiovascular Disease,19805,13.07
893,Cardiovascular Disease,19806,21.23
894,Cardiovascular Disease,19807,13.33
895,Cardiovascular Disease,19808,10.75
896,Cardiovascular Disease,19810,10.86
897,Cardiovascular Disease,19901,16.67
898,Cardiovascular Disease,19904,11.21
899,Cardiovascular Disease,19958,21.4
900,Cardiovascular Disease,19963,12.99
901,Cardiovascular Disease,19966,11.695
902,Cardiovascular Disease,19967,1.5
903,Cardiovascular Disease,19969,10.5
904,Cardiovascular Disease,19971.0,45.795
905,Cardiovascular Disease,19973,11.755
906,Cardiovascular Disease,20002,15.85
907,Cardiovascular Disease,20003,10.95
908,Cardiovascular Disease,20007,21.065
909,Cardiovascular Disease,20010,16.43
910,Cardiovascular Disease,20015,56.795
911,Cardiovascular Disease,20016,16.43
912,Cardiovascular Disease,20017,17.785
913,Cardiovascular Disease,20024,17.54
914,Cardiovascular Disease,20037,15.95
915,Cardiovascular Disease,20059,14.08
916,Cardiovascular Disease,20060,16.67
917,Cardiovascular Disease,20109,14.72
918,Cardiovascular Disease,20110,65.645
919,Cardiovascular Disease,20124,14.52
920,Cardiovascular Disease,20166,19.82
921,Cardiovascular Disease,20169,13.97
922,Cardiovascular Disease,20176,14.59
923,Cardiovascular Disease,20190,13.19
924,Cardiovascular Disease,20307,15.75
925,Cardiovascular Disease,20310,14.47
926,Cardiovascular Disease,20422,17.15
927,Cardiovascular Disease,20526,13.69
928,Cardiovascular Disease,20602,11.68
929,Cardiovascular Disease,20603,13.41
930,Cardiovascular Disease,20622,13.43
931,Cardiovascular Disease,20636,17.04
932,Cardiovascular Disease,20639.0,92.755
933,Cardiovascular Disease,20646,12.55
934,Cardiovascular Disease,20650.0,14.75
935,Cardiovascular Disease,20659,18.93
936,Cardiovascular Disease,20678,13.46
937,Cardiovascular Disease,20705,16.79
938,Cardiovascular Disease,20706,17.09
939,Cardiovascular Disease,20707,12.87
940,Cardiovascular Disease,20732,15.03
941,Cardiovascular Disease,20735,17.57
942,Cardiovascular Disease,20744,14.92
943,Cardiovascular Disease,20769,108.235
944,Cardiovascular Disease,20770,12.68
945,Cardiovascular Disease,20774,58.0
946,Cardiovascular Disease,20782,15.16
947,Cardiovascular Disease,20785,12.65
948,Cardiovascular Disease,20814,13.4
949,Cardiovascular Disease,20815,14.03
950,Cardiovascular Disease,20817,42.01
951,Cardiovascular Disease,20832,16.57
952,Cardiovascular Disease,20850,15.475
953,Cardiovascular Disease,20852,111.46
954,Cardiovascular Disease,20874,13.02
955,Cardiovascular Disease,20889,126.33
956,Cardiovascular Disease,20895,13.555
957,Cardiovascular Disease,20902,233.21
958,Cardiovascular Disease,20906,11.71
959,Cardiovascular Disease,20910,13.665
960,Cardiovascular Disease,20912,15.72
961,Cardiovascular Disease,21014,11.08
962,Cardiovascular Disease,21044,13.91
963,Cardiovascular Disease,21061,12.01
964,Cardiovascular Disease,21076.0,19.5
965,Cardiovascular Disease,21078,9.375
966,Cardiovascular Disease,21093,10.27
967,Cardiovascular Disease,21114,12.33
968,Cardiovascular Disease,21117,11.71
969,Cardiovascular Disease,21133,16.505
970,Cardiovascular Disease,21136,15.89
971,Cardiovascular Disease,21153,10.76
972,Cardiovascular Disease,21157,16.2
973,Cardiovascular Disease,21201,12.89
974,Cardiovascular Disease,21202,13.25
975,Cardiovascular Disease,21204,13.21
976,Cardiovascular Disease,21208,14.3
977,Cardiovascular Disease,21209,17.39
978,Cardiovascular Disease,21210,2590.0
979,Cardiovascular Disease,21212,11.36
980,Cardiovascular Disease,21215,14.47
981,Cardiovascular Disease,21216,14.77
982,Cardiovascular Disease,21218,11.385
983,Cardiovascular Disease,21224,122.03
984,Cardiovascular Disease,21225,11.17
985,Cardiovascular Disease,21226,10.61
986,Cardiovascular Disease,21227,86.33
987,Cardiovascular Disease,21229,12.6
988,Cardiovascular Disease,21236,10.5
989,Cardiovascular Disease,21237,12.71
990,Cardiovascular Disease,21239,93.3
991,Cardiovascular Disease,21287,73.79
992,Cardiovascular Disease,21401,18.7
993,Cardiovascular Disease,21502,14.53
994,Cardiovascular Disease,21620,11.32
995,Cardiovascular Disease,21701,12.47
996,Cardiovascular Disease,21702,11.725
997,Cardiovascular Disease,21740,14.97
998,Cardiovascular Disease,21742,12.6
999,Cardiovascular Disease,21754,2.62
1000,Cardiovascular Disease,21801,11.88
1001,Cardiovascular Disease,21804,12.515
1002,Cardiovascular Disease,21811,12.885
1003,Cardiovascular Disease,21921,15.53
1004,Cardiovascular Disease,22003,12.9
1005,Cardiovascular Disease,22031,10.76
1006,Cardiovascular Disease,22033,10.64
1007,Cardiovascular Disease,22042,12.76
1008,Cardiovascular Disease,22101,19.635
1009,Cardiovascular Disease,22102,18.75
1010,Cardiovascular Disease,22180,17.93
1011,Cardiovascular Disease,22191,18.48
1012,Cardiovascular Disease,22192,12.42
1013,Cardiovascular Disease,22201,8.03
1014,Cardiovascular Disease,22204,16.275
1015,Cardiovascular Disease,22205,15.16
1016,Cardiovascular Disease,22304,14.11
1017,Cardiovascular Disease,22306,16.25
1018,Cardiovascular Disease,22401,11.75
1019,Cardiovascular Disease,22408,11.31
1020,Cardiovascular Disease,22560,13.34
1021,Cardiovascular Disease,22601,22.65
1022,Cardiovascular Disease,22801,14.91
1023,Cardiovascular Disease,22812,9.97
1024,Cardiovascular Disease,22902,12.54
1025,Cardiovascular Disease,22908,10.36
1026,Cardiovascular Disease,22911,13.85
1027,Cardiovascular Disease,22939,13.77
1028,Cardiovascular Disease,23112,13.825
1029,Cardiovascular Disease,23114,13.93
1030,Cardiovascular Disease,23116,12.155
1031,Cardiovascular Disease,23188,13.16
1032,Cardiovascular Disease,23220,114.01
1033,Cardiovascular Disease,23225,13.76
1034,Cardiovascular Disease,23226,11.63
1035,Cardiovascular Disease,23229,14.27
1036,Cardiovascular Disease,23230,12.15
1037,Cardiovascular Disease,23235,11.14
1038,Cardiovascular Disease,23238,16.75
1039,Cardiovascular Disease,23249,14.265
1040,Cardiovascular Disease,23294,13.67
1041,Cardiovascular Disease,23298,13.925
1042,Cardiovascular Disease,23320,10.24
1043,Cardiovascular Disease,23434,12.49
1044,Cardiovascular Disease,23435,15.0
1045,Cardiovascular Disease,23454,13.12
1046,Cardiovascular Disease,23456,12.49
1047,Cardiovascular Disease,23462,13.27
1048,Cardiovascular Disease,23464,16.015
1049,Cardiovascular Disease,23502,13.5
1050,Cardiovascular Disease,23505,13.46
1051,Cardiovascular Disease,23507,11.22
1052,Cardiovascular Disease,23508,13.505
1053,Cardiovascular Disease,23510,11.83
1054,Cardiovascular Disease,23601,15.93
1055,Cardiovascular Disease,23602,12.135
1056,Cardiovascular Disease,23606,12.95
1057,Cardiovascular Disease,23666,11.25
1058,Cardiovascular Disease,23805,12.66
1059,Cardiovascular Disease,23834,10.97
1060,Cardiovascular Disease,23851,12.37
1061,Cardiovascular Disease,23860,64.93
1062,Cardiovascular Disease,23875,15.73
1063,Cardiovascular Disease,23901,26.26
1064,Cardiovascular Disease,24014,77.795
1065,Cardiovascular Disease,24016,11.63
1066,Cardiovascular Disease,24018,12.79
1067,Cardiovascular Disease,24060,16.35
1068,Cardiovascular Disease,24073,12.93
1069,Cardiovascular Disease,24112,13.81
1070,Cardiovascular Disease,24153,15.54
1071,Cardiovascular Disease,24210,19.67
1072,Cardiovascular Disease,24211,14.01
1073,Cardiovascular Disease,24273,13.12
1074,Cardiovascular Disease,24333,72.86
1075,Cardiovascular Disease,24382,12.03
1076,Cardiovascular Disease,24401,12.64
1077,Cardiovascular Disease,24501,12.74
1078,Cardiovascular Disease,24540,13.2
1079,Cardiovascular Disease,24541,14.275
1080,Cardiovascular Disease,24592,11.77
1081,Cardiovascular Disease,24605,14.92
1082,Cardiovascular Disease,24641,14.06
1083,Cardiovascular Disease,24701,11.98
1084,Cardiovascular Disease,24740,13.915
1085,Cardiovascular Disease,24901,15.71
1086,Cardiovascular Disease,24986,16.81
1087,Cardiovascular Disease,25301,13.79
1088,Cardiovascular Disease,25302,15.0
1089,Cardiovascular Disease,25304,11.77
1090,Cardiovascular Disease,25309,13.22
1091,Cardiovascular Disease,25401,13.225
1092,Cardiovascular Disease,25508,8.25
1093,Cardiovascular Disease,25526,4.56
1094,Cardiovascular Disease,25550,11.07
1095,Cardiovascular Disease,25601,11.42
1096,Cardiovascular Disease,25661,33.72
1097,Cardiovascular Disease,25701,9.93
1098,Cardiovascular Disease,25702,12.42
1099,Cardiovascular Disease,25705,14.545
1100,Cardiovascular Disease,25801,14.03
1101,Cardiovascular Disease,26003,13.04
1102,Cardiovascular Disease,26038,15.845
1103,Cardiovascular Disease,26101,11.61
1104,Cardiovascular Disease,26301,11.715
1105,Cardiovascular Disease,26330,8.03
1106,Cardiovascular Disease,26505,11.245
1107,Cardiovascular Disease,26506,10.96
1108,Cardiovascular Disease,26507,11.61
1109,Cardiovascular Disease,26508,11.87
1110,Cardiovascular Disease,26554,11.625
1111,Cardiovascular Disease,27006,10.01
1112,Cardiovascular Disease,27023,12.64
1113,Cardiovascular Disease,27030,27.62
1114,Cardiovascular Disease,27103,13.305
1115,Cardiovascular Disease,27104,10.05
1116,Cardiovascular Disease,27106,9.565
1117,Cardiovascular Disease,27157,11.7
1118,Cardiovascular Disease,27203,13.65
1119,Cardiovascular Disease,27215,28.525
1120,Cardiovascular Disease,27217,12.29
1121,Cardiovascular Disease,27262,10.88
1122,Cardiovascular Disease,27265,14.975
1123,Cardiovascular Disease,27284,10.05
1124,Cardiovascular Disease,27292,37.31
1125,Cardiovascular Disease,27320,19.14
1126,Cardiovascular Disease,27330,47.265
1127,Cardiovascular Disease,27360,33.915
1128,Cardiovascular Disease,27401,15.11
1129,Cardiovascular Disease,27403,11.76
1130,Cardiovascular Disease,27408,11.82
1131,Cardiovascular Disease,27410,11.74
1132,Cardiovascular Disease,27502,11.78
1133,Cardiovascular Disease,27503,1708.085
1134,Cardiovascular Disease,27511,12.695
1135,Cardiovascular Disease,27514,64.64
1136,Cardiovascular Disease,27517,300.0
1137,Cardiovascular Disease,27518,10.765
1138,Cardiovascular Disease,27520,10.86
1139,Cardiovascular Disease,27529,13.875
1140,Cardiovascular Disease,27534,12.33
1141,Cardiovascular Disease,27536,11.65
1142,Cardiovascular Disease,27546,11.845
1143,Cardiovascular Disease,27549,13.6
1144,Cardiovascular Disease,27577,14.38
1145,Cardiovascular Disease,27587,10.99
1146,Cardiovascular Disease,27599,35.75
1147,Cardiovascular Disease,27607,10.265
1148,Cardiovascular Disease,27609,10.3
1149,Cardiovascular Disease,27610,11.39
1150,Cardiovascular Disease,27612,287.965
1151,Cardiovascular Disease,27614,77.37
1152,Cardiovascular Disease,27615,76.37
1153,Cardiovascular Disease,27702.0,46.605
1154,Cardiovascular Disease,27704,58.03
1155,Cardiovascular Disease,27705,53.985
1156,Cardiovascular Disease,27707,13.64
1157,Cardiovascular Disease,27710,29.715
1158,Cardiovascular Disease,27713,708.0
1159,Cardiovascular Disease,27804,34.1
1160,Cardiovascular Disease,27834,12.25
