,speciality,f_zip_code,median_payment
696,Cardiovascular Disease,10924,16.31
697,Cardiovascular Disease,10940,12.28
698,Cardiovascular Disease,10941,14.57
699,Cardiovascular Disease,10941.0,42.78
700,Cardiovascular Disease,10954,61.97
701,Cardiovascular Disease,10956,15.75
702,Cardiovascular Disease,10960,19.25
703,Cardiovascular Disease,10970,22.925
704,Cardiovascular Disease,10980,93.86
705,Cardiovascular Disease,10980.0,94.1
706,Cardiovascular Disease,10989,17.3
707,Cardiovascular Disease,10989.0,15.25
708,Cardiovascular Disease,10990,18.52
709,Cardiovascular Disease,10992,1.4
710,Cardiovascular Disease,10993,103.11
711,Cardiovascular Disease,10994,20.76
712,Cardiovascular Disease,11004,15.2
713,Cardiovascular Disease,11010,16.74
714,Cardiovascular Disease,11021,19.3
715,Cardiovascular Disease,11022,4.8
716,Cardiovascular Disease,11023,14.06
717,Cardiovascular Disease,11024,120.13
718,Cardiovascular Disease,11030,21.52
719,Cardiovascular Disease,11030.0,10.19
720,Cardiovascular Disease,1104,86.17
721,Cardiovascular Disease,11040,16.205
722,Cardiovascular Disease,11040.0,119.205
723,Cardiovascular Disease,11042,15.88
724,Cardiovascular Disease,11042.0,42.2
725,Cardiovascular Disease,11050,15.72
726,Cardiovascular Disease,1107,11.48
727,Cardiovascular Disease,11102,11.85
728,Cardiovascular Disease,11103,17.65
729,Cardiovascular Disease,11105,14.81
730,Cardiovascular Disease,11106,16.74
731,Cardiovascular Disease,11201,18.87
732,Cardiovascular Disease,11203,17.25
733,Cardiovascular Disease,11204,17.78
734,Cardiovascular Disease,11206,23.54
735,Cardiovascular Disease,11209,17.83
736,Cardiovascular Disease,11209.0,118.63
737,Cardiovascular Disease,11210,18.28
738,Cardiovascular Disease,11212,20.6
739,Cardiovascular Disease,11213,88.75
740,Cardiovascular Disease,11214,19.61
741,Cardiovascular Disease,11215,18.75
742,Cardiovascular Disease,11215.0,207.375
743,Cardiovascular Disease,11217,18.665
744,Cardiovascular Disease,11218,62.01
745,Cardiovascular Disease,11219,19.255
746,Cardiovascular Disease,11219.0,60.365
747,Cardiovascular Disease,11220,22.73
748,Cardiovascular Disease,11221,14.3
749,Cardiovascular Disease,11222,18.46
750,Cardiovascular Disease,11223,20.15
751,Cardiovascular Disease,11224,19.48
752,Cardiovascular Disease,11226,81.18
753,Cardiovascular Disease,11228,44.145
754,Cardiovascular Disease,11229,18.63
755,Cardiovascular Disease,11229.0,43.905
756,Cardiovascular Disease,11230,23.64
757,Cardiovascular Disease,11234,18.0
758,Cardiovascular Disease,11235,17.82
759,Cardiovascular Disease,11236,52.125
760,Cardiovascular Disease,11237,26.125
761,Cardiovascular Disease,11238,47.28
762,Cardiovascular Disease,11239,126.155
763,Cardiovascular Disease,11249,15.505
764,Cardiovascular Disease,11354,16.85
765,Cardiovascular Disease,11355,18.0
766,Cardiovascular Disease,11357,18.45
767,Cardiovascular Disease,11358,17.535
768,Cardiovascular Disease,11360,16.67
769,Cardiovascular Disease,11361,14.98
770,Cardiovascular Disease,11362,14.98
771,Cardiovascular Disease,11364,60.57
772,Cardiovascular Disease,11365,15.365
773,Cardiovascular Disease,11366,45.405
774,Cardiovascular Disease,11367,21.025
775,Cardiovascular Disease,11368,72.6
776,Cardiovascular Disease,11372,20.0
777,Cardiovascular Disease,11373,19.44
778,Cardiovascular Disease,11374,113.935
779,Cardiovascular Disease,11375,19.525
780,Cardiovascular Disease,11377,17.03
781,Cardiovascular Disease,11385,16.11
782,Cardiovascular Disease,11411,17.0
783,Cardiovascular Disease,11414,18.24
784,Cardiovascular Disease,11415,24.24
785,Cardiovascular Disease,11416,16.905
786,Cardiovascular Disease,11417,113.64
787,Cardiovascular Disease,11417.0,32.115
788,Cardiovascular Disease,11418,82.33
789,Cardiovascular Disease,11418.0,117.33
790,Cardiovascular Disease,11419,19.6
791,Cardiovascular Disease,11420,11.67
792,Cardiovascular Disease,11422,23.64
793,Cardiovascular Disease,11423,21.55
794,Cardiovascular Disease,11427,16.595
795,Cardiovascular Disease,11428,22.05
796,Cardiovascular Disease,11432,20.96
797,Cardiovascular Disease,11435,22.6
798,Cardiovascular Disease,11501,19.97
799,Cardiovascular Disease,11507,11.97
800,Cardiovascular Disease,11510,14.57
801,Cardiovascular Disease,11516,19.59
802,Cardiovascular Disease,11520,15.165
803,Cardiovascular Disease,11530,15.77
804,Cardiovascular Disease,11542,91.27
805,Cardiovascular Disease,11545,108.3
806,Cardiovascular Disease,11550,102.92
807,Cardiovascular Disease,11554,55.105
808,Cardiovascular Disease,11557,24.14
809,Cardiovascular Disease,11559,21.24
810,Cardiovascular Disease,11561,20.015
811,Cardiovascular Disease,11563,17.95
812,Cardiovascular Disease,11565,12.94
813,Cardiovascular Disease,11566,108.35
814,Cardiovascular Disease,11570,17.465
815,Cardiovascular Disease,11572,17.845
816,Cardiovascular Disease,11576,18.175
817,Cardiovascular Disease,11576.0,11.25
818,Cardiovascular Disease,11577,19.775
819,Cardiovascular Disease,11580,77.95
820,Cardiovascular Disease,11581,18.12
821,Cardiovascular Disease,11590,14.5
822,Cardiovascular Disease,11596,62.67
823,Cardiovascular Disease,11598,98.74
824,Cardiovascular Disease,11692,19.89
825,Cardiovascular Disease,11693,14.38
826,Cardiovascular Disease,11694,22.745
827,Cardiovascular Disease,11701,16.98
828,Cardiovascular Disease,11701.0,10.08
829,Cardiovascular Disease,11702,15.81
830,Cardiovascular Disease,11703,17.685
831,Cardiovascular Disease,11706,33.54
832,Cardiovascular Disease,11716,20.68
833,Cardiovascular Disease,11724,24.75
834,Cardiovascular Disease,11727,116.12
835,Cardiovascular Disease,11729,16.8
836,Cardiovascular Disease,11733,25.18
837,Cardiovascular Disease,11735,19.165
838,Cardiovascular Disease,11740,102.84
839,Cardiovascular Disease,11743,18.69
840,Cardiovascular Disease,11743.0,18.27
841,Cardiovascular Disease,11746,17.54
842,Cardiovascular Disease,11747,21.19
843,Cardiovascular Disease,11749,71.63
844,Cardiovascular Disease,11758,13.63
845,Cardiovascular Disease,11763,14.8
846,Cardiovascular Disease,11768,21.225
847,Cardiovascular Disease,11772,18.73
848,Cardiovascular Disease,11776,16.24
849,Cardiovascular Disease,11777,19.05
850,Cardiovascular Disease,11779,105.135
851,Cardiovascular Disease,11783,111.38
852,Cardiovascular Disease,11787,23.92
853,Cardiovascular Disease,11788,19.82
854,Cardiovascular Disease,11790,78.655
855,Cardiovascular Disease,11791,29.85
856,Cardiovascular Disease,11792,66.33
857,Cardiovascular Disease,11794,22.415
858,Cardiovascular Disease,11794.0,39.49
859,Cardiovascular Disease,11795,24.19
860,Cardiovascular Disease,11797,47.07
861,Cardiovascular Disease,11801,15.01
862,Cardiovascular Disease,11803,33.685
863,Cardiovascular Disease,11901,17.91
864,Cardiovascular Disease,11968,30.85
865,Cardiovascular Disease,1199,19.31
866,Cardiovascular Disease,1201,13.0
867,Cardiovascular Disease,1201.0,233.21
868,Cardiovascular Disease,12010,32.31
869,Cardiovascular Disease,12020,11.745
870,Cardiovascular Disease,12075,12.86
871,Cardiovascular Disease,12078,15.23
872,Cardiovascular Disease,12095,15.0
873,Cardiovascular Disease,12144,14.055
874,Cardiovascular Disease,12180,13.08
875,Cardiovascular Disease,12184,15.265
876,Cardiovascular Disease,12188,21.29
877,Cardiovascular Disease,12205,12.78
878,Cardiovascular Disease,12206,11.38
879,Cardiovascular Disease,12208,16.13
880,Cardiovascular Disease,12211,16.54
881,Cardiovascular Disease,12211.0,48.0
882,Cardiovascular Disease,12303,18.555
883,Cardiovascular Disease,12304,13.84
884,Cardiovascular Disease,12308,14.13
885,Cardiovascular Disease,12309,13.93
886,Cardiovascular Disease,12401,16.5
887,Cardiovascular Disease,12401.0,16.05
888,Cardiovascular Disease,12428,21.77
889,Cardiovascular Disease,12508,24.56
890,Cardiovascular Disease,12524,15.035
891,Cardiovascular Disease,12534,12.86
892,Cardiovascular Disease,12534.0,34.285
893,Cardiovascular Disease,12550,48.56
894,Cardiovascular Disease,12550.0,37.58
895,Cardiovascular Disease,12553,14.22
896,Cardiovascular Disease,12564,11.25
897,Cardiovascular Disease,12572,14.27
898,Cardiovascular Disease,12601,15.0
899,Cardiovascular Disease,12734,14.98
900,Cardiovascular Disease,12754,95.0
901,Cardiovascular Disease,12771,125.0
902,Cardiovascular Disease,12775,22.39
903,Cardiovascular Disease,12775.0,27.5
904,Cardiovascular Disease,12801,10.64
905,Cardiovascular Disease,12804,12.8
906,Cardiovascular Disease,12816,13.665
907,Cardiovascular Disease,12834,11.4
908,Cardiovascular Disease,12845,18.83
909,Cardiovascular Disease,12866,13.06
910,Cardiovascular Disease,12866.0,34.285
911,Cardiovascular Disease,12901,14.94
912,Cardiovascular Disease,12983,564.63
913,Cardiovascular Disease,12983.0,257.81
914,Cardiovascular Disease,13021,12.96
915,Cardiovascular Disease,13031,13.545
916,Cardiovascular Disease,13039,12.66
917,Cardiovascular Disease,13045,21.07
918,Cardiovascular Disease,13057,14.39
919,Cardiovascular Disease,13066,15.805
920,Cardiovascular Disease,13066.0,55.0
921,Cardiovascular Disease,13069,20.24
922,Cardiovascular Disease,13088,14.14
923,Cardiovascular Disease,13104,146.19
924,Cardiovascular Disease,13126,17.34
925,Cardiovascular Disease,13202,332.91
926,Cardiovascular Disease,13203,18.05
927,Cardiovascular Disease,13210,13.13
928,Cardiovascular Disease,13215,21.035
929,Cardiovascular Disease,13326,68.54
930,Cardiovascular Disease,13326.0,37.065
931,Cardiovascular Disease,13346,16.68
932,Cardiovascular Disease,13346.0,48.505
933,Cardiovascular Disease,13413,13.32
934,Cardiovascular Disease,13440,14.46
935,Cardiovascular Disease,13441,8.23
936,Cardiovascular Disease,13452,15.97
937,Cardiovascular Disease,13501,14.41
938,Cardiovascular Disease,13502,20.79
939,Cardiovascular Disease,13601,15.97
940,Cardiovascular Disease,13619,14.1
941,Cardiovascular Disease,13637,11.47
942,Cardiovascular Disease,13642,16.17
943,Cardiovascular Disease,13662,24.365
944,Cardiovascular Disease,13669,10.995
945,Cardiovascular Disease,13676,12.84
946,Cardiovascular Disease,13790,16.28
947,Cardiovascular Disease,13820,13.515
948,Cardiovascular Disease,13838,14.625
949,Cardiovascular Disease,13850,72.71
950,Cardiovascular Disease,13903,11.73
951,Cardiovascular Disease,13904,20.42
952,Cardiovascular Disease,13905,18.7
953,Cardiovascular Disease,14011,75.0
954,Cardiovascular Disease,14020,12.84
955,Cardiovascular Disease,14051,17.15
956,Cardiovascular Disease,14063,58.47
957,Cardiovascular Disease,14075,18.55
958,Cardiovascular Disease,14081,90.0
959,Cardiovascular Disease,14092,16.05
960,Cardiovascular Disease,14094,16.06
961,Cardiovascular Disease,14120,21.17
962,Cardiovascular Disease,14127,14.245
963,Cardiovascular Disease,14201,3.0
964,Cardiovascular Disease,14203,12.08
965,Cardiovascular Disease,14203.0,84.51
966,Cardiovascular Disease,14209,13.75
967,Cardiovascular Disease,14211,13.27
968,Cardiovascular Disease,14214,12.87
969,Cardiovascular Disease,14215,14.175
970,Cardiovascular Disease,14217,17.36
971,Cardiovascular Disease,14220,22.97
972,Cardiovascular Disease,14221,15.595
973,Cardiovascular Disease,14221.0,62.34
974,Cardiovascular Disease,14223,21.08
975,Cardiovascular Disease,14224,17.83
976,Cardiovascular Disease,14225,15.0
977,Cardiovascular Disease,14226,16.74
978,Cardiovascular Disease,14227,11.0
979,Cardiovascular Disease,14240,111.95
980,Cardiovascular Disease,14301,14.93
981,Cardiovascular Disease,14304,12.85
982,Cardiovascular Disease,1432,12.985
983,Cardiovascular Disease,1432.0,15.1
984,Cardiovascular Disease,1440,19.95
985,Cardiovascular Disease,14420,13.13
986,Cardiovascular Disease,14437,13.43
987,Cardiovascular Disease,14456,15.235
988,Cardiovascular Disease,14513,11.82
989,Cardiovascular Disease,14534,93.1
990,Cardiovascular Disease,14559,18.09
991,Cardiovascular Disease,14569,15.22
992,Cardiovascular Disease,14610,151.46
993,Cardiovascular Disease,14618,14.2
994,Cardiovascular Disease,14618.0,10.505
995,Cardiovascular Disease,14620,89.0
996,Cardiovascular Disease,14621,15.91
997,Cardiovascular Disease,14625,31.875
998,Cardiovascular Disease,14626,19.025
999,Cardiovascular Disease,14642,45.0
1000,Cardiovascular Disease,14642.0,79.94
1001,Cardiovascular Disease,14701,12.25
1002,Cardiovascular Disease,14706,80.8
1003,Cardiovascular Disease,14760,13.5
1004,Cardiovascular Disease,14760.0,8.3
1005,Cardiovascular Disease,14810,33.03
1006,Cardiovascular Disease,14830,17.87
1007,Cardiovascular Disease,14845,61.955
1008,Cardiovascular Disease,14850,15.78
1009,Cardiovascular Disease,14871,15.275
1010,Cardiovascular Disease,14901,18.57
1011,Cardiovascular Disease,14905,13.7
1012,Cardiovascular Disease,15001,12.56
1013,Cardiovascular Disease,15003,80.72
1014,Cardiovascular Disease,15009,14.86
1015,Cardiovascular Disease,15012,16.0
1016,Cardiovascular Disease,15021,12.955
1017,Cardiovascular Disease,15021.0,13.03
1018,Cardiovascular Disease,15022,17.095
1019,Cardiovascular Disease,15025,13.58
1020,Cardiovascular Disease,15025.0,10.475
1021,Cardiovascular Disease,15031,11.245
1022,Cardiovascular Disease,15044,70.79
1023,Cardiovascular Disease,15056,12.8
1024,Cardiovascular Disease,15063,16.94
1025,Cardiovascular Disease,15065,13.98
1026,Cardiovascular Disease,15068,14.12
1027,Cardiovascular Disease,15090,19.58
1028,Cardiovascular Disease,15102,13.48
1029,Cardiovascular Disease,15106,15.155
1030,Cardiovascular Disease,15108,16.78
1031,Cardiovascular Disease,15122,14.53
1032,Cardiovascular Disease,15131,14.2
1033,Cardiovascular Disease,15136,16.125
1034,Cardiovascular Disease,15142,11.335
1035,Cardiovascular Disease,15143,12.75
1036,Cardiovascular Disease,15146,14.09
1037,Cardiovascular Disease,15202,300.0
1038,Cardiovascular Disease,15203,86.325
1039,Cardiovascular Disease,15206,14.655
1040,Cardiovascular Disease,15209,28.63
1041,Cardiovascular Disease,15210,18.58
1042,Cardiovascular Disease,15212,15.7
1043,Cardiovascular Disease,15212.0,33.48
1044,Cardiovascular Disease,15213,20.45
1045,Cardiovascular Disease,15213.0,147.18
1046,Cardiovascular Disease,15215,11.945
1047,Cardiovascular Disease,15219,13.44
1048,Cardiovascular Disease,15219.0,12.415
1049,Cardiovascular Disease,15221,17.9
1050,Cardiovascular Disease,15224,13.965
1051,Cardiovascular Disease,15227,15.75
1052,Cardiovascular Disease,15232,14.45
1053,Cardiovascular Disease,15236,12.98
1054,Cardiovascular Disease,15237,15.89
1055,Cardiovascular Disease,15241,11.9
1056,Cardiovascular Disease,15243,14.62
1057,Cardiovascular Disease,15301,14.56
1058,Cardiovascular Disease,15317,13.96
1059,Cardiovascular Disease,15370,14.81
1060,Cardiovascular Disease,15401,13.49
1061,Cardiovascular Disease,15417,85.34
1062,Cardiovascular Disease,1545,13.84
1063,Cardiovascular Disease,15456,12.58
1064,Cardiovascular Disease,15501,15.05
1065,Cardiovascular Disease,15601,14.3
1066,Cardiovascular Disease,15642,10.72
1067,Cardiovascular Disease,15644,12.055
1068,Cardiovascular Disease,15650,38.535
1069,Cardiovascular Disease,15666,12.43
1070,Cardiovascular Disease,1568,26.75
1071,Cardiovascular Disease,15681,66.36
1072,Cardiovascular Disease,1570,14.77
1073,Cardiovascular Disease,15701,15.095
1074,Cardiovascular Disease,15767,12.64
1075,Cardiovascular Disease,15801,13.82
1076,Cardiovascular Disease,15825,17.02
1077,Cardiovascular Disease,15901,12.35
1078,Cardiovascular Disease,15901.0,17.685
1079,Cardiovascular Disease,15904,12.38
1080,Cardiovascular Disease,15905,13.375
1081,Cardiovascular Disease,15906,39.55
1082,Cardiovascular Disease,15963,14.41
1083,Cardiovascular Disease,16001,13.635
1084,Cardiovascular Disease,16003,13.08
1085,Cardiovascular Disease,1604,12.875
1086,Cardiovascular Disease,16044,25.08
1087,Cardiovascular Disease,16046,13.565
1088,Cardiovascular Disease,1605,14.81
1089,Cardiovascular Disease,16066,13.29
1090,Cardiovascular Disease,1608,11.37
1091,Cardiovascular Disease,1608.0,14.78
1092,Cardiovascular Disease,16105,13.41
1093,Cardiovascular Disease,16117,109.96
1094,Cardiovascular Disease,16121,11.64
1095,Cardiovascular Disease,16127,12.25
1096,Cardiovascular Disease,16146,14.95
1097,Cardiovascular Disease,16148,12.195
1098,Cardiovascular Disease,16148.0,12.72
1099,Cardiovascular Disease,16201,15.69
1100,Cardiovascular Disease,16319,125.86
1101,Cardiovascular Disease,16323,13.34
1102,Cardiovascular Disease,16335,12.41
1103,Cardiovascular Disease,16346,13.05
1104,Cardiovascular Disease,16501,29.82
1105,Cardiovascular Disease,16502,12.35
1106,Cardiovascular Disease,16506,16.02
1107,Cardiovascular Disease,16507,95.665
1108,Cardiovascular Disease,16508,14.1
1109,Cardiovascular Disease,16509,18.28
1110,Cardiovascular Disease,16544,12.4
1111,Cardiovascular Disease,1655,14.98
1112,Cardiovascular Disease,16550,24.3
1113,Cardiovascular Disease,16601,15.17
1114,Cardiovascular Disease,16602,13.665
1115,Cardiovascular Disease,16652,13.915
1116,Cardiovascular Disease,16701,13.1
1117,Cardiovascular Disease,16803,9.64
1118,Cardiovascular Disease,16830,13.09
1119,Cardiovascular Disease,16915,17.06
1120,Cardiovascular Disease,16947,12.06
1121,Cardiovascular Disease,17011,15.0
1122,Cardiovascular Disease,17013,16.38
1123,Cardiovascular Disease,17015,17.75
1124,Cardiovascular Disease,1702,15.12
1125,Cardiovascular Disease,17033,94.42
1126,Cardiovascular Disease,17042,16.17
1127,Cardiovascular Disease,17043,18.46
1128,Cardiovascular Disease,17044,16.2
1129,Cardiovascular Disease,17055,37.1
1130,Cardiovascular Disease,17078,22.795
1131,Cardiovascular Disease,17101,85.54
1132,Cardiovascular Disease,17104,115.0
1133,Cardiovascular Disease,17109,19.35
1134,Cardiovascular Disease,17110,13.325
1135,Cardiovascular Disease,17111,1275.0
1136,Cardiovascular Disease,17201,14.14
1137,Cardiovascular Disease,17201.0,15.77
1138,Cardiovascular Disease,17233,11.32
1139,Cardiovascular Disease,17236,10.7
1140,Cardiovascular Disease,17268,8.55
1141,Cardiovascular Disease,17325,31.4
1142,Cardiovascular Disease,17331,14.16
1143,Cardiovascular Disease,17331.0,21.06
1144,Cardiovascular Disease,17403,13.75
1145,Cardiovascular Disease,1742,27.085
